Nama Pengguna;Skor (Bintang);Ulasan Teks;Tanggal Ulasan;Balasan Pengembang;Jumlah Like;ID Ulasan
Dapid Grab;1;eror;2025-09-29 00:35:54;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;780d13fc-0c1e-4763-ab63-da0c2d25091a
Pangeran Kecil;1;"RIBET!!! Selalu ada keterangan ""sementara aplikasi tidak dapat diproses, silakan ulangi beberapa saat lagi"" Padahal nomor HP yg digunakan sama! MENYUSAHKAN!!!";2025-09-29 00:35:29;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;de981866-c83d-4264-bcd5-210c3c0d5fea
Juliana Lie;1;kenapa mobile banking tidak bisa di buka;2025-09-29 00:35:28;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;b10d5061-59b4-4cd7-97c7-530acfd2aab3
Nur Aeni eni;1;proses cek ini itu tidak dapat dilakukan meskipun tanda hijau 😮‍💨;2025-09-29 00:35:26;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;912d954c-d10d-432b-86fd-9c4e3280a21b
Andri Irawan;1;aplikasi error;2025-09-29 00:35:23;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;dcf5b090-92b5-4272-9219-af37fc8986be
hoki karao;1;aplikasi aneh banget, sekelas BCA kok bisa aplikasi nya kek gini? sudah tulisannya sementara gak bisa transaksi, indikator merah terus, serius BCA gini? bank besar loh;2025-09-29 00:35:04;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;11f1cbfb-05bb-4b0c-a3b8-529c051697d1
Estiningrum Prahayusiwi;4;kenapa dari pagi tadi mbanking tidak bisa di akses sama sekali ? check saldo saja tidak bisa ? padahal lampu dari aplikasi berwarna hijau , internet juga lancar ?;2025-09-29 00:35:02;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;5dc6eb5a-60c9-4896-81be-68a23eda25a1
Rudin Udin;5;mantap;2025-09-29 00:34:59;Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.;0;03c16393-e21e-4a66-a69d-b174f20939f6
sumber trending game;3;error terus ini aplikasi .. perbankan paling besar tapi IT nya payah .. mending rekrut orang luar ,kalau orang lokal pada malas untuk perbaikan !!! f;2025-09-29 00:34:35;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;659de6d1-05e3-4ac6-bcb3-92a49a704576
Akun Game;1;dari jam 6 pagi kaga bisa di pake parah;2025-09-29 00:34:11;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;aec87490-da67-4d58-b6da-7183a37974a4
Muhammad Nabil;1;aplikasi aneh tiba tiba bermasalah pagi pagi;2025-09-29 00:33:17;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;b490af09-a718-4aa8-b91b-9d30ad7176ce
Firda Yunita;1;"Aplikasi penghambat kerja, tanggal 29 september 2025 Pagi hari Aplikasi gak bekerja ,mau liat saldo + transfer Gak bisa"" ,mengecewakan";2025-09-29 00:33:14;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;cb4fa617-9133-424b-aa56-c0ec9f90b069
Syariff Al Quds;3;mbca lagi gangguan kah? dari tadi tidak bisa di buka;2025-09-29 00:32:54;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;76bed482-eae3-401c-b733-9691356773aa
Oka Kevin;1;APLIKASI BUSUK SUSAH BANGET BANYAK ERROR NYUSAHIN BANGET, NYESEL PAKAI BANK BCA!!!;2025-09-29 00:32:44;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;aaa1170d-e3a7-4acb-a9e3-14547f164e64
Dasdo Lexmana;1;eror;2025-09-29 00:32:32;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;9e61ed09-1fdc-4c66-b7ef-8a0dc97b1a0d
Iman Hanjali;3;kenapa setelah diupdate tidak bisa transaksi ya lampunya merah trs pdhl urgent.;2025-09-29 00:32:15;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;ca131ffb-394e-4015-9476-e43c1f3a7aaa
Rizky Arsyi W;1;Tempekkkkk gak bisa buat transaksi;2025-09-29 00:31:41;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;dc475eef-9c36-4990-bd22-7cd3b61976be
Narayan Aqlan;5;bagus;2025-09-29 00:31:27;Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.;0;517e3e44-b8e9-4f56-b42f-37088f2e8d63
Darmawan Jago;1;kadang suka eror kocak;2025-09-29 00:30:03;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;da43825b-c2c5-4667-ad56-19d89c6da12a
Nofy Media Sari;1;ini kenapa ya apk BCA jadi Susa masuk seperti ini???;2025-09-29 00:29:00;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;62d3aeb9-f72c-4fa9-95b9-7b4d91bcd57d
Muhlis annisa;5;maknyos😁;2025-09-29 00:28:58;Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.;0;4a0c7728-db0f-49cf-af42-00bc934391c6
Deri Akbar;1;suka tiba2 pemeliharaan sistem jadi saat urgent untuk transaksi susah untuk mengakses;2025-09-29 00:28:23;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;348b5744-8de1-461e-9bdc-f7751e6c6784
Sand Vivo;2;gangguan Mulu, ga tau lagi urgent apa;2025-09-29 00:28:23;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;e5467d1f-180d-4c3e-a6d1-322055eeb824
firda yunita;4;kenapa gak bisa dibuka aplikasi nya koneksi terputus sedang kan paketan masih ada tolong ya binggung harus gimana lagi di saat genting kaya gini;2025-09-29 00:28:15;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;edeed3ae-33ff-4266-91b3-f203567793a5
belmondo manuputty;1;kenapa suka error trus pas di update... kok mbanking BCA jadi ribet dan jelek begini.. kalah sama kompetitor yang selalu bagus dan gak bermasalah;2025-09-29 00:27:46;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;289ba8b9-d1ba-43d9-abd1-b9a0cb4364a7
Aris Surahman;1;sekarang lemot dan merah mulu sinyalnya;2025-09-29 00:27:42;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;6d6affd3-bf90-44fb-bfab-1f53d3ecf644
Intan Safitri;1;sebenarnya selalu paling mudah pakai bca mobile,tapi akses internetnya bikin jengkel;2025-09-29 00:27:37;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;60ccea06-e657-49a3-a0a1-6e8fdb2d9e6f
Solikin Bangsat;5;aduh bagaimana ini bca mobile GK bisa cek saldo;2025-09-29 00:27:36;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;0f7a3e99-26e3-4d17-b04f-5379595e31cb
FITNESS 70ribu SEBULAN PELAJAR (ERWIN FITNESS);1;Lagi gangguan terus, mau cek saldo aja ga bisa, apalagi transfer 29-9-2025;2025-09-29 00:27:31;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;61c25d1c-13b6-4bbc-aa65-a586740a4a5a
Muhammad Faisal rangga;1;makin kesini makin lemot aja !!;2025-09-29 00:27:30;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;eef6fd45-3e66-4218-ab69-892c38f3b4db
Dayat Hidayat;1;ini kenapa BCA mobile,lagi gangguan ya,masa ga bisa melakukan transaksi apapun,cek saldo aja ga bisa,tolong dong di perbaiki;2025-09-29 00:27:10;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;9df71be2-29d9-4349-a3ad-a5d305232977
Ahmad Suraji;2;pagi kenapa kk ini sudah di uptodate aplikasi nya malah ga bisa di buka aplikasinya dan malah susah dan Buffering terus...tolong perbaiki ya segera;2025-09-29 00:27:10;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;51dbeb82-d6fe-48a5-9118-ecce8b0db754
Cleo Humaira;1;BCA JARINGANNYA BURUK BANGET MAU BUKA APLIKASI SINYAL UDH BAGUS TAPI MASIH BONCOS GA GUNA BANGET.;2025-09-29 00:27:04;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;c336fddd-360d-4b16-ad13-fd42af6c3d05
Agus Rukmana;3;aplikasi error terus tdk bisa dibuka, bukanya smkn bagus malah smkn jelek 29/09/2025;2025-09-29 00:26:19;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;a5f6ed3d-69ce-4c11-b213-58baa5c9ca2c
Agung Wijaya;1;ini bca saya kenapa tidak bisa transaksi ya?;2025-09-29 00:26:01;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;754f6a04-1275-4682-8971-4cadcdf925c8
Repansaputra Saputra;1;banyak gangguan ahir ahir ini mau terasfer gagal terus;2025-09-29 00:25:45;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;85ac6770-0963-4302-834e-6187e4ad1bcd
Josxz Kuroyami;1;suka bgt gangguan heran,tolong dong org lgi penting mau cairin duit,gangguan nya kek apa bgt dah;2025-09-29 00:25:12;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;13cac84e-b9dd-4340-b077-f7a98ccdcaf6
Ade Anjar;1;transaksi gagal tidak masuk tapi saldo hilang dan uang gak kembali.. setiap tlp suruh nunggu udah hampir tiga Minggu uang gak kembali gimana ini ko banyak tikus di BCA ... jangan jangan nanti kaya BRI lagi banyak saldo hilang gak jelas;2025-09-29 00:25:05;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;7bf794ad-74cf-4e26-8cbd-af02a345e653
Meindy Rosalina;1;Hari ini knp lg nih bca mobile gk bisa buat transaksi ? hanya untuk cek saldo aja gk bisa hadeh....??? coba tolong segera diperbaiki;2025-09-29 00:24:34;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;5812337c-c402-4e2e-9325-b00db5140e00
Febriansyah Nurrohman;1;pagi ini gabisa cek saldo maupun tf, ada apa sebenernya!;2025-09-29 00:24:27;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;ab4b977a-9796-4afe-b3f8-8c1168e74a86
Debby Merdika;1;update makin gak jelas,gak bisa di buka;2025-09-29 00:24:09;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;2b3577d4-2319-47e9-b104-c3daea32cc9a
Brlyn Aldric;1;Tolong ya ini kenapa tidak bisa transaksi;2025-09-29 00:24:05;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;acefcd40-1df3-4039-94cd-625d5c76a282
beat fi;1;apaan nih gaje banget ngelag parah padahal jaringan bagus kuota ada mau bayar malah ngelag terus parah bca;2025-09-29 00:23:56;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;61eca879-567f-4108-a32b-272584d448e3
Agung Gunawan;1;makin kesini makin tolol,transaksi sering error,DONGO banget bca;2025-09-29 00:23:45;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;dada9980-4058-4cc8-807d-98088a269635
muhammad dinnur araaf;4;tolong ini saya masuk BCA mobile keterangan indikator jaringan merah, padahal kuota saya banyak saya didaerah Kebayoran lama , tolong ini kenapa Admin di perbaiki masalah jaringan nya ini ,;2025-09-29 00:23:41;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;914c8966-96d1-472e-a075-cf9437500f7f
Natalia Lia;1;gak bisa buka login sdh hapus install kembali pun tidak bisa gimna ini;2025-09-29 00:23:15;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;2205b017-992a-4aea-8ee4-ca37b4bdce99
1 X;1;sekarang kok sering eror, tdk bisa liat saldo segala macem;2025-09-29 00:22:57;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;b86aea96-dd5d-46f3-9252-f75e12a59106
Mobil Cab;1;update tapi tidak bisa dibuka;2025-09-29 00:22:54;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;1b7556fb-08fa-4ffe-9f92-03eef41592e1
Andre Kosong;1;"gangguannya pagi"" banget kenapa gak malem"" aja";2025-09-29 00:22:39;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;a9fa4b85-7468-411c-9c80-a10ed19e1a5a
Haikal Alfaridzi;2;ini kok cek saldo sama mau transaksi kok gabisa ya?;2025-09-29 00:21:49;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;37a6399f-e3d5-4503-bad9-358cd6414cd7
8055 Cu;2;apakah BCA mobile baik baik saja?????kok susah untuk transfer dan cek saldo;2025-09-29 00:21:36;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;15ce1863-53c6-4a6a-8d14-31334a68a325
Komar Udin;5;bertransaksi lebih mudah dan ambil uang jg lebih mudah;2025-09-29 00:21:29;Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.;0;e991e604-64db-476e-aa71-ae760c0bf870
Syafira Aqilla;5;jangan sering gangguan;2025-09-29 00:21:23;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;961dd193-2aee-484f-8b61-9d68048ee9d4
Hadi Core;1;aneh sering eror;2025-09-29 00:21:19;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;8088949f-4817-4de6-bc7d-7032afdaafe1
AM Famz;1;Kok lemot susah buat cek info! aplikasinya kena bobol tah gimana sih padahal jaringan stabil tapi coba relog masih tetap sama lemot.;2025-09-29 00:20:29;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;ab79b919-6957-450a-ba59-28714a9c6329
rizal ivan;5;lagi eror ya kak hari ini?kok indikator merah padahal sinyal bagus;2025-09-29 00:19:57;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;73bff063-0d68-48df-abf0-f6a8e99b691f
Adhit Dennis;3;kenapa sering kali error,keluar sendiri,dan loading ga jelas..padahal sinyal bagus,data masih banyak..;2025-09-29 00:19:49;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;ff7e5b4c-b6d2-43de-975b-99d525b8dfb4
Rektris Riva;1;kenapa mbanking bca hari ini? koneksi stabil tp tdk bisa digunakan, sdh instal ulang malah gabisa login sama sekali.;2025-09-29 00:19:47;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;ec63e2fa-d2ee-4174-8a9b-eed45cd41eff
Arif Budi Kustanto;2;tolong diperbaiki aplikasinya sering eror;2025-09-29 00:19:38;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;be23a4b6-0c1d-412d-9dd0-61f6d7045ee8
Arie Firmansyah;5;ok;2025-09-29 00:19:26;Thank you for the review. Hopefully the BCA mobile application will make your banking transactions easier.;0;b1c218ee-95e6-4c16-8472-8ebb7dd31cdf
Nyai nurjanah Jannah;5;top markotop;2025-09-29 00:19:20;Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.;0;7b0e3618-04b4-4b50-a995-ebb79e3d76c9
Funny Lee;1;MBCA sering error...aplikasi payahhh aplikasi mobile banking paling sering bermasalah tidak sprti mobile banking bank sebelah;2025-09-29 00:19:10;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;dfc42f82-a054-4229-b43d-485e1762656f
Andre Prayitno;5;sering gangguan, pagi ini contohnya merah terus, ndak biasa nya seperti ini.;2025-09-29 00:18:44;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;29a6ef84-988e-457c-9bc5-c21cf8a0edc5
Hobbies;1;sering gangguan;2025-09-29 00:18:40;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;46fce004-9da9-4cb2-9d3a-eedbeba3b197
Trenady Pramudya (Trenadypramudya);1;ini kenapa dah malah ga bisa login. padahal pas lagi di btuhkannya;2025-09-29 00:18:15;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;72d59116-5b05-47de-a0db-ebb31c213b5d
rimbang Putra;1;kena. seringbgt si ngga bisa di pake aneh bgt;2025-09-29 00:17:53;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;87a36791-b922-4514-8148-17fd479c5ff7
Eko Hadi;3;kalo maintenance jangan pagi2 wayah orang kerja lagi butuh buat bensin susah. maintenance tengah malam harusnta;2025-09-29 00:17:03;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;ccc0ceb9-bc2f-4e17-8b65-149b22c24b15
Jepri Panjaitan;1;setiap mau login selalu gak bisa koneksi terputus lah apa lah.;2025-09-29 00:16:47;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;347f507d-f9cf-4afe-802b-600dfee49835
Dilfondoh Dilfondoh;5;sangat puas;2025-09-29 00:16:31;Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.;0;a643525f-ec53-4ab0-b88c-03b239e872f4
Okpen Sapriyandi;1;kecewa pk bca mobile jaringannya lemot sekali tp kalau buka youtube cepet;2025-09-29 00:16:28;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;396184b7-bc2a-4c4f-b5b7-b23942af61c4
