Nama Pengguna,Skor (Bintang),Ulasan Teks,Tanggal Ulasan,Balasan Pengembang,Jumlah Like,ID Ulasan
ponco anggoro,1,"udah langganan kok ga bisa di putar, bisa ga balikin dana nya nyesel banget berlangganan aplikasi jelek ini",2025-09-12 09:44:11,,4,7c35c74b-fbe9-4f81-a78a-8ae96ab80790
sabrina sasa,4,Bagus,2025-09-12 06:41:31,,0,8a9d6acd-c33d-4b1d-a3da-9551a15ee7f1
Aina Hafizah,1,susah bgt daftar akunya,2025-09-12 03:53:28,,1,75d8c9ec-392b-4370-a870-b953aa63b706
gafin putra,1,buat batalkan langgana jauh lebih mudah aku sudah membatalkan langganan 2 bulan lalu masih aja ditagih dari aplikasi dana dan gak ada konfirmasi tiba tiba saldo ku hilang,2025-09-12 03:38:04,,4,80c179f0-3e6a-4c8e-8bc9-e5f6d731067e
Pengguna Google,5,seru,2025-09-12 03:21:54,,0,a837fe84-5ef4-4293-8790-69c48d9bff04
Bayu Official,2,"film kurang lengkap,film"" terbaru banyak yg gada",2025-09-12 01:34:29,,0,28d04e57-5d49-4fe8-8d67-8d2076010a47
Mahmur Setiawan,5,Aplikasi mantap,2025-09-12 00:23:18,,1,63741eb7-5313-478e-8536-9c5adf338be3
Muhammad Fauzan,3,"film yang diadaptasi oleh Netflix banyak yang bagus, tapi untuk aplikasinya sendiri sangatlah sampah, cuma butuh satu fitur, yang sangat sangat akan bermanfaat bagi banyak orang, dan saya yakin pihak Netflix bisa membuat fitur ini dalam waktu 1 jam, 'dual subtitle' saya akan kembali untuk memberikan bintang 5 setelah fitur tersebut dirilis",2025-09-11 20:25:15,,0,a101cc08-7d02-45ac-8ecf-b8119ee10624
Immanuel Nainggolan,1,Kenapa akun saya hilang? Udah langganan tapi gak bisa login,2025-09-11 18:16:17,,1,7d5464a6-8972-4679-a606-42e2907aba6a
Fahyan Alarif,5,ok,2025-09-11 17:52:04,,0,af422d77-d119-417c-aeb4-c1fea4840f34
Nadya Tata,1,"udah daftar dan bayar 65ribu pake saldo shoppepay abis itu pas coba masuk gk bisa, disuruh selesaikan pendaftaran terus padahal saldo shoppepay sudah terpotong, trnyata pas baca ulasan banyak yg kaya gitu, nyesel bgt tdi asal bayar aja!!",2025-09-11 17:47:24,,64,ea29fa51-6979-4cc1-8b50-a2f1cbb882c4
Elizabeth Kenisah amazing,3,"duh gmn yak, bgs si bgs yaaa. cm, bs gasiii jgn dikit² scene nya kepotong, dikit² animasi nya ga gerak/ngelag, dikit² ini, dikit² itu. ribeh bah stiap kli itu terjadi hrs kluar Netflix mlulu. kesel kali loj, sinyal bgs pdhl bjir..",2025-09-11 15:10:46,,0,ae0c2983-e9fa-4389-add9-5e9291d25f57
RHR MINECRAFT,1,"aplikasi yahudi, terlalu kikir",2025-09-11 14:55:46,,0,1130daa5-10a9-4999-bfd1-43d7abd6799e
Ramadhan. S,1,"JANGAN RUSAK HYPEJOJO SBR, DENGAN RILIS PERBATCH",2025-09-11 12:47:08,,0,56bcd270-4726-4887-8c46-ca7212dd5a62
Lilis Sagita,5,bagus,2025-09-11 12:42:23,,0,c63c9bca-c552-4a1f-b8df-dc20e41b6242
rikma aulia,1,"Dalam keterangan maaf atas ketidaknyamananya kesalahan dalam pemutaran, coba judul lain.. 10 judul flm keterangan sama aja, 2 bulan lebih langganan dan otomatis kepotong via DANA, padahal gak pernah di tonton. sekarang akun malah keluar terus padahal cuman HP dan Tv. PARAH NETFLIX. Mulai hari ini (stegah jam kebelakang baru kepotong langganan) saya UNREG aja berlangganan macam apa ini gak bisa dinikmatin",2025-09-11 11:22:31,,1,86381186-5a8f-4556-8ab2-2219effa606a
Keshi,2,load videonya bug tolong perbaiki,2025-09-11 09:32:56,,1,a139de8d-c8b4-439e-ab72-f99cdb4fdd9f
Rusli Wijaya,1,udah daptar tetep ga bisa masuk masuk harus daptar ulang lagi,2025-09-11 08:46:01,,1,d910012e-07bd-45eb-8e21-bc8fe5d80f58
syarifudin arif1998,1,"apk gajelas, daftar susah lugin susah isi langganan sudah, serba gajelas",2025-09-11 08:27:56,,1,22308dd5-226e-44c5-b6cb-81aefcacd672
Ozora Rafa,4,"aplikasi nya udah bagus, awal langganan seneng banget. Terus coba-coba cari film Sherlock Holmes, ada sih ada tapi kok cuma 1?? seharusnya kalo udah langganan gini bisa nikmatin ini aplikasi, tapi rada nyesel juga soalnya film yang mau ku tonton ngga ada. Pada akhirnya nonton di tempat lain, Saya harap segera tingkatkan lagi dong filmnya. Udah ga sabar mau liat, dan biar saya ngga nyesel juga.",2025-09-11 07:48:01,,22,49389992-fd8c-4881-8505-3c12d3f57ed5
Andri Pantek,5,ok,2025-09-11 05:47:03,,0,38d50718-5f12-463a-94f6-afc3e6d777bf
Sucipto Seno,1,loding terus,2025-09-11 04:55:50,,0,0d62f531-06bb-4291-a316-501f3c5a0682
Wjya83,5,update movie 2025 please,2025-09-11 04:46:58,,0,60328e51-b17c-4cf2-952e-ca4feff98653
wahyu din,1,"mohon maaf saya kali ini TIDAK langganan netflix kenapa tiba-tiba memotong pembayaran secara otomatis ya? hanya karena pernah berlangganan sekali beli, tiba-tiba memotong tanpa konfirmasi?! pada Playstore saya pun tidak ada informasi Langganan Terkait ""Langganan Netflix"" Kenapa Kalian (Pihak Netflix) secara sepihak melakukan pembayaran secara otomatis pada Pembayaran OVO saya?! apakah saya Harus Menulis Keluhan Konsumen di Website?",2025-09-11 03:33:35,,2,d896f652-4d73-4535-ae33-410ed4675183
Tanaka Ch,1,apk sampah,2025-09-11 03:20:32,,1,f1b6b1a0-3ce8-48e8-a698-f4629e54f033
Aeelin,5,aku cinta netflix🥰🥰🥰,2025-09-11 01:26:18,,0,a17a7583-7b79-4a8c-89fc-90607325a5cc
ahmad syahril,5,nonton video filmnya jadi asik,2025-09-11 00:45:34,,0,a1ff22f6-44d7-4da1-94a2-73aeb98fb6a7
Gash Poll,1,tidak bisa konfirmasi email,2025-09-10 18:24:19,,1,c90ca0ca-8f1a-47c3-8ae2-0e3698e2a646
M.Ilham B,1,"sekarang kemahalan, film juga kurang lengkap",2025-09-10 16:34:40,,1,535f1974-cde8-4e9f-ae0f-959017d88c9b
fajar auliya,1,berlangganan malah gabisa dibuka aplikasinya kacau,2025-09-10 15:09:41,,1,d3c2f3f7-df60-4e85-8aab-08b81efe9801
SANDY Brebes,1,daftar akun ribet,2025-09-10 14:57:37,,1,5fe7d658-d91e-4821-a0ab-a46b4504f1a9
Yadi Chm,5,Nice,2025-09-10 14:27:18,,0,246499e1-dd31-4962-b1a5-56a8ee86e4a0
Aibah Sulastri,2,ini kenapa loading bgt skrg jelek bgt netflix muter2 aja bjirr bikin emosi 😭😭😭,2025-09-10 13:37:01,,2,bb50eeaf-8911-4a9e-817d-1b112cd8f223
Roy Martin,5,widih mantap bisa download game GTA ah mantap sekali😍🥰🥰🥰🥰,2025-09-10 13:01:41,,0,4a261676-a886-440f-b7f2-8a7d6423343a
Iftinant Alamsyah,2,"Saat menonton, kadang kualitas resolusi video berubah-ubah sehingga pengalaman menonton terasa kurang nyaman. Akan sangat membantu jika ada fitur kontrol resolusi, agar pengguna bisa menyesuaikan sesuai kebutuhan dan kondisi jaringan. Terima kasih.",2025-09-10 12:56:58,,1,1aaac12e-1062-486b-abd1-5f63011e9aa4
Reza Prem,1,kepotong ngga jelas,2025-09-10 12:17:13,,1,a57d46b1-700b-4024-a290-1c56c0587bb0
Edo,1,"saya menyampaikan keluhan tidak di response. jadi sy sampaikan dari sini. Saat saya memutar film di HP, terdapat garis garis di ujung kanan layar. saya sudah mencoba restart HP, re install apk netflik, pembersihan memori, namun masalah masih terjadi.",2025-09-10 06:23:21,,9,2187d271-1c4b-40f1-a2a4-49c707870538
Bilal,4,"please, add anime akame ga kill, i Want to watch it☺️🙏",2025-09-10 06:09:38,,0,036af372-4723-4596-9c19-2594799effa1
Muhammad Iqbal,1,"tolol kaga jelas muter mulu, jaringan lancar",2025-09-10 05:46:41,,1,869c75b9-249d-4498-9301-3a2a82fa49d6
Muhammad Nesta,3,"FILM nya KURANG LENGKAP 😏......masa iya kalah link situs bajakan,?",2025-09-10 00:10:28,,0,0cea1b81-9e97-4437-ae7b-6ac3f141ab98
Andika Surya,1,kok sekarang jadi jelek yaaa... bermasalah trus nihh,2025-09-09 21:29:37,,2,c15f4622-ac15-4b87-83fd-77d6ea086453
Muhammad Zainal,1,ini kok gk bisaa login sihhhh aku udah ulang berkali kali ko gk bisa bisa,2025-09-09 19:30:35,,1,eba57b9b-1f46-42b9-8779-f86f1a0ee294
lalas SN,1,kenapa saya tidak bisa akses app netflix di HP lagi y? kalau di TV aman,2025-09-09 17:25:25,,1,821adb52-9518-4310-bcb8-b62523de8403
tanpa nama,1,AOK SAMPAHHHH RIBETTT TAIIIKKK,2025-09-09 16:19:16,,1,eb5ef5d5-2500-4f79-9852-35bd5bb1e1d1
Alif Ghiebran,1,yapapma yaokma le that temanyenh,2025-09-09 16:16:35,,1,f5b31313-d23f-40ee-8658-ad0bba78e713
Ulfa Qhaerani,2,"Sudah bayar langganan, dibulan pertama lancar sekali, di bulan ke dua ketika di login, tulisannya hanya Netflix doangg!",2025-09-09 14:40:26,,2,3c95a11c-9c65-426d-9b84-d525a079bb89
Berlyn grace asa,1,"tiba-tiba saldo saya kepotong secara otomaris masuk ke netflix dan saya tidak sadar setelah itu saya mengajukan pembatalan keanggotaan namun uangnya tidak kunjung kembali hingga sekarang,Sedih banget mana itu uang darurat saya:(",2025-09-09 13:06:11,,5,e930737e-f036-4faa-b054-c3c04fcd1c64
Usaha Tahapan,4,aplikasinya kenapa ya ? jaringan nya kenapa ? hati hati dengan rating yg terus turun dan banyak pesaing nanti masuk,2025-09-09 12:54:09,,0,6ccc6970-29af-4ebd-8b1b-14404021bda9
Fairuz Alya aprilia,4,seru tapi minusnya dikeluarin pas kita lagi asik asik nonton katanya itu karna nonton film banyak TPI gt jg,2025-09-09 10:48:45,,0,3f720c3d-52a3-4c12-b5ba-a1b7ac5611e2
xtryssal,2,"ribet banget apansi, kayaknya tempat orang² penipuan gitu, tiba tiba aja abis kirim kode ada yang tiba tiba nelpon, heran gw seribet itu masuknya, padahal film ga selengkap itu tolong diperbaiki",2025-09-09 10:39:44,,1,dc9ca012-389f-4ec2-aca2-e402274c1669
Azzam,5,Mantap,2025-09-09 09:42:25,,0,3a239ef4-4b2f-4141-9b16-639a4cde8b8e
Aprilia Rahmawati,3,saya kasih bintang 3 dulu karena suka memuat pas mau nonton,2025-09-09 08:07:40,,0,47723db3-035c-4a0f-8072-859b01084d63
Yustina Sri Utami,1,i dont like your game,2025-09-09 08:02:54,,1,dc204b7d-2ef4-4196-8e92-862b7ee5237f
Neni Priyatno,5,Josss,2025-09-09 07:35:45,,0,0f35ce92-9fca-40a6-9f14-f74cb00e7601
Maple RK,1,Developer pelit masa daftar aja harus bayar,2025-09-09 06:02:37,,1,fe7ef9d9-7d3c-4488-8c5d-66896c491aba
Marleyn Pello,1,cacatttt,2025-09-09 05:48:48,,1,2165f7d8-beef-4b7a-9613-b049f5f8cb57
Wulandari Sopitry,1,"gimana ini nggak bisa nonton, selalu loading di setiap film, film yg udh di download jg tetep nggak bisa di tonton. mana baru top up ini. tolong segera perbaiki atau kasih solusi bagaimana cara mengatasinya. terimakasih.",2025-09-09 04:17:21,,17,c0289dba-f0d7-455c-bf8c-84beb5f70b57
Afik Susianto,3,mantul,2025-09-09 04:17:04,,0,f5b56962-f2c8-41c7-ac22-cd810869b219
Novi Atul ulum,1,aplikasi gjls udh berlangganan malah gabisa masuk terus👎👎,2025-09-09 03:56:54,,1,5e21e8fb-b2c5-4798-8fda-55d6ef290df2
Godlife harvi,5,Good,2025-09-08 21:01:58,,0,b408690a-9d2e-45bf-9198-6b4a38606f59
Natalie Bryant,1,gak guna,2025-09-08 17:43:16,,1,ffce3177-495b-476c-a096-45288e36fcaa
Mario0 Krisman,1,"Halo netflix, semoga kamu membaca ini. Mengapa saya memberi bintang 1, saya merasa kecewa, karena netflix langsung memotong uang saya yang terdapar di applikasi ""dana"". Uang saya otomatis terpotong tanpa adanya persetujuan dari saya. Saya belum mengkonfirmasi tetapi pihak netflix langsung memotong uang saya untuk membayar langganan. Padahal saya belum menyetujui nya. Untuk itu saya meminta tolong dan maaf apabila ada salah kata. Saya hanya meminta uang saya kembali Terimakasih -Mario",2025-09-08 17:39:41,,21,e449caad-f516-4bed-9f3f-cd00332c81d3
Sahra Wardi,1,"saya sudah berhenti langganan tapi tetap di potong saldo saya ini gimana jadi nya, berguna atau tidak berhenti langganan itu",2025-09-08 17:03:47,,1,27a51574-b1da-4bbf-a79e-9194c7f98f95
Ivan vanivan,1,mau nonton doang daftar nya ribet kek t a i,2025-09-08 15:34:10,,1,fc785878-7ced-485f-bad7-cf2c596f35ae
Starfish Xii,1,jlek,2025-09-08 14:26:04,,1,2c8bda6f-75a1-472a-8ccb-a163ef71c314
Iwan Rabany,5,ok,2025-09-08 13:45:19,,0,c660054c-ce9e-4dbb-9701-39124b13f82c
daundra Rendz,1,kata sandi salah terus!!,2025-09-08 13:44:36,,1,312cc769-1eab-43d4-9ac7-d27c891c843a
Masnono Ocrot,1,"filmnya kebanyakan tidak sesuai harapan, apa yang di cari tidak TERSEDIA 😡 bayarnya mahal tapi filmnya biasa-biasa aja 😡",2025-09-08 12:43:13,,2,05a8d735-83f1-4253-b1c9-8418dca9d962
Pranasya Walker,4,Untuk Trailernya Gak sesuai dengan Filmnya tolong di perbaiki Lagi Netflix,2025-09-08 12:41:18,,0,5030edaa-3465-43af-ab5f-387f4314d704
Ringsto conglee,5,good,2025-09-08 12:41:00,,0,04e144c7-8399-46b5-89f3-ade21f1187bc
Peggy Christina,1,"udah mahal, terus udah gak bisa berbagi bareng keluarga.",2025-09-08 12:00:23,,0,1ed49abe-fdad-4b92-9f0b-1aead30099b3
Aira Doang,1,saya gak bisa daftar ya,2025-09-08 11:41:33,,1,dabe575c-7e6a-42e1-ad98-774a89a45071
zaleha Leha,4,saya ingin bertanya kenapa film k pop demon hunter tidak rilis di YouTube tolong kalau bisa film nya rilis di YouTube ya karna saya inggin sekali Nonton😭😭,2025-09-08 10:14:30,,0,d593f93c-0b67-422f-8b52-bb24aa7f2dd8
Dian Kalistiyono,3,"saldo dana langsung di potong tanpa pemberitahuan, padahal aplikasi udh di uninstall pas instal lagi aplikasi gak bisa di pake",2025-09-08 10:13:22,,0,34fb28ab-641e-4821-be30-8410ec6dfdba
hafid maullana,1,"masuk akun aja ribet, minta kode susah reset password susah apk apaan ini ..",2025-09-08 10:11:39,,1,56127fbe-f0dc-4c70-9178-0b1873f72f8a
Riko Yulistiawan,1,emang gak rekomendasi buat nonton su,2025-09-08 08:36:31,,1,89e9a9b9-0b3e-4c77-a54c-4595bb435687
Muhammad Zahir Athif,1,"sekarang udah gabisa berbagi lagi walupun langganan ultra hd kecewa jujur sama Netflix, mana baru perpanjang lagi, bulan ini terakhir Langganan lagi",2025-09-08 06:57:57,,2,ccb1feb8-d3da-4f7f-a2f5-a235862187d9
Black Clover,1,kenapa nggk bisa login ini g mail nya dah bner aku coba buat login disney bisa masuk kenapa apk ini nggk bisa aneh kerja yng bner lah,2025-09-08 06:14:32,,1,0182f89e-e46f-4eb1-b227-333664a4ea83
sefnat silfeto,5,semoga,2025-09-08 03:15:50,,0,bd9b4b1f-31ff-457d-abbf-eef6e6cf6db4
Sntuy Kanci,1,Netflix anj,2025-09-08 03:09:39,,1,67bd457c-e0ea-428e-93d7-f5707ffad0ac
Bowok Ujang,1,"pembayaran udah setop tiba"" bayar sendiri",2025-09-08 03:06:55,,1,1a22b150-e971-4342-ab32-af61421d0e71
Lia Olshop,1,sangat burukkkkkkk,2025-09-08 01:49:42,,1,6a867833-13c2-4afb-92af-0a2490188c1b
Tetii Wahyunie,1,udah bayar malah terus terusan di suruh daftar dan bayar lagi padahal udah jelas jelas udah bayar slado di rekening kuga udah ke potong sama netflix begitu mau masuk malah di suruh bauar lagi anehhh,2025-09-08 01:04:16,,1,28567820-c1b3-4981-81c2-0ccccbc6330a
devy wulan,1,"kenapa pembayaran ribet banget, kenapa gk d bikim simple aj pembayaran lewat MBanking, mau langganan bayar aja susahnya",2025-09-08 00:12:35,,1,88ce88d1-62a6-461d-850f-eea365fa8b47
Reza Muhammad,4,"Halo netflix, bingung saya mau lapor siapa, tapi saya beli paket yang hanya bisa dipakai satu device dan yang terhubung hanya tv rumah dan hp saya saja, tapi anehnya kok pas saya mau nonton ada yang pakai, padahal gaada yang pakai sama sekali di rumah. So, kenapa netflix gampang banget kebobolan sih? tolong diperbaiki",2025-09-07 23:23:30,,6,e7d7e330-45f4-46ea-b261-4f0ac9dc051a
Fathan Rizky16,1,ngeleg bgt tiap mau nonton.,2025-09-07 16:39:40,,2,3c374c3b-59f4-4254-88b1-88866aa3d8b8
HB Rajut,1,"aplikasi aneh, untuk aplikasi yg terkenal dan byk dipakai orang tapi untuk daftarnya super ribet, normalnya bikin akun dan sandi selesai, ini enggak masih verifikasi berkali2 dan tetep ga bisa log in..",2025-09-07 16:23:16,,1,c68690cc-ba42-4365-ac23-c11829f5a98a
Rohani Naibaho,5,"Ini kenapa saya gak bisa login"" di Netflix min? tolong bantuannya akun ku error apa gimana yah? saya udah berlangganan sama tapi jadi gak bisa digunain karna gak bisa login. Kenapa ini? mohon konfirmasi nya min.",2025-09-07 15:55:31,,231,3eecf31e-4c4b-492f-8a72-762d27169ebd
Cindy Novarita2024,1,tidak bisa log in trus,2025-09-07 14:45:42,,1,d6d366e5-1c5a-4c7e-94c2-65c82af864e8
Setiani Efrata,3,kok dari semalam mau nonton di Netflix eror ya dibuat? ini apa yg salah ya? mohon bantuannya,2025-09-07 12:20:00,,0,da32816f-57f3-486b-9e25-c4174f28c974
Srimulya Srimulyaningsih,5,Alhamdulillah filmnya bagus2,2025-09-07 12:12:30,,0,fc47f6d2-69df-4fe5-ae11-8d430ad65c89
Zidane Abimanyu,3,oke tapi film nya kurang lengkap entah knp di akun saya yang tayang hanya sedikit dan banyak film bagus tidak bisa di tampilkan,2025-09-07 12:06:06,,0,e8ee8edc-2910-42ef-90a8-27db07282a93
Ricky Santoni,5,terima kasih,2025-09-07 11:19:08,,0,73f80c42-edf6-4d0f-9f03-784e528e55d0
Nadya Shoft,2,tolong diperbaiki lagi. saya gabisa muter vidionya knp ya?,2025-09-07 11:03:58,,0,081fa494-f8a4-4650-b591-0f00c43bfd21
Nurul Izmi,4,suka tp susah loh,2025-09-07 08:35:26,,0,5cccb9ce-525f-4f12-9c59-a873805c3e2a
Chelsii Meliana Ririnsia,1,"film nya ga lengkap, mahal",2025-09-07 06:59:18,,0,4dfb6792-5589-42a9-9ccf-0c5e130a6e79
Fadhil Septian,1,"@🐢aaz🕸🕸, a, aazzazaz",2025-09-07 04:49:04,,0,9b57fc18-a827-47b5-afa5-8e1c9de25da2
jamal al-gohom3,5,top,2025-09-07 02:50:05,,0,8303023b-3fb2-44cd-835c-fb1647abb946
M Yoga Prasetyo,1,aplikasi apa coba ga bisa di daftar,2025-09-07 01:25:59,,0,9f89147a-0e96-4845-bdd4-b9865b048d77
desiaratna sari19,4,"iiu, ada uii",2025-09-06 23:24:21,,0,d75b4255-cdf4-4ce6-a465-1b110d3b4c39
Ejen Alicia,1,harus bayar dan bagaimana jika orang yang tidak mampu harus bayar lagian orang lain juga bisa nonton di app lain.,2025-09-06 22:30:48,,0,0edf1965-0ae4-4cb1-ad12-8476360d5394
Ardi Akbar,4,Mantap,2025-09-06 15:51:43,,0,25a85d31-03a6-42c6-90e5-45f733017bbe
Roni Ansah,1,aplikasi gajelas mau daftar aja di persulit,2025-09-06 15:36:09,,0,4c07b8d1-d0ac-4726-93c0-5dc0d1676f9c
Aetheraaa,5,kenapa berbayar si? kan semua yang ada di dunia ini milik Allah,2025-09-06 15:18:32,,0,6b337683-b355-4242-86cd-80c3fde2bb81
Azhar Isnantio,1,selama saya menggunakan netflix saya sudah bayar tetapi saat saya ingin menonton Kenapa selalu buffering Saya benci,2025-09-06 14:54:24,,1,ab282ce7-a442-4690-ad91-430a33e1f145
Lisa Delisya20,1,"log out terus , makin jelek",2025-09-06 14:46:14,,0,285bab4a-93d8-42d4-8a4c-072117f4e646
Ananda Renata,3,"buset baru daptar , sudah kehilangan saldo pertama , akhirnya yang ke 2 bayar lagi , kayak mana lah , rugi lah kalau gitu terus",2025-09-06 10:52:28,,0,c52d14a3-b82d-4f27-94be-240fe6665412
Saitama Grub,1,ni aplikasi pemaksaan bgt sih gk di jelasin secara gamblang di aplikasi kalau aplikasi premium melainkan lewat Gmail.,2025-09-06 10:29:34,,0,c78a5ee6-7c5e-4c75-bc17-71e5b4b9db34
Satrio Kuncoro Nugroho,1,SAYA TIDAK DAPAT MEMUTAR FILM DI HP INFINIX GT 10 PRO! SUDAH COBA BERBAGAI VERSI AKAN TETAPI TETAP TIDAK BISA?! BODOH KALIAN !,2025-09-06 08:37:18,,0,54781ef7-e4ac-46b2-a590-275251148c2b
Lintang,2,ㄩㄩ,2025-09-06 07:33:23,,0,ae3f8892-1075-4529-b67e-6e12f3821b96
Yeheskiel rqq Kiel,1,aplikasi ini sangatlah jelek karena susah masuk nya . dari tadi saya Masuk tidak Mau masuk sampe sekarang . ada apa dengan aplikasi ini?,2025-09-06 07:27:15,,0,83d3d2c0-5d07-40c3-987a-c38654406f03
Bang Tedy,1,"sinyal lancar,internet lancar, tapi ngestuck di lobby gabisa dipake buat nonton, padahal pembayaran lancar",2025-09-06 05:48:51,,0,cbe73776-b82e-4dbb-a1d2-1783af223ddd
F ASK,1,"semakin buruk, harusnya ada peningkatan dari film dan layanan",2025-09-06 04:41:49,,0,17520179-e9b0-4b8c-8db3-5e255a33f639
Cyntia Melyana,1,payah udah berlangganan satu tahun tp ada episode yang gabisa di tonton di drama the fiery priest,2025-09-06 04:20:12,,1,a20ba401-a73b-49ac-a0e9-66b20be2eb3e
ahmad miqdad,1,"tolong netflix akun sy ternyata sdh tidak aktif, dan skrg sy sdh beli pake melalui aplikasi my telkomsel tpi kendalanya tidak bs login di aplikasi netflix, tiap mau login di alihkan jenis berlangganan padahal sy sdh beli paket",2025-09-06 03:57:15,,4,d8e7bb40-b87d-4a00-8af5-312e9b967433
Gifty Girsang,1,"pas mau nonton, banyak orang yang login di akun",2025-09-06 03:55:56,,0,f7908e63-1d0a-4af3-b72e-5a01b7c303c7
Lailatul atul,2,Masa masuk sandi salah terus padahal udh bener,2025-09-06 03:04:52,,0,4ecf76c3-6b65-4355-8efa-da98bdc888ae
Avian Kevin,5,netflix keren,2025-09-06 01:46:51,,0,62a12349-d891-4aa6-b3db-c153efd2c9ea
Muhammad Hanif,5,salamun'alaikum bimashobartum dari sisi Allah SWT,2025-09-06 00:16:29,,0,3052e4bc-59ac-4208-8e43-7b018daa88ca
Kelpin 14,1,"kenapa akhir"" ini flem sakamoto days kita cari gk ada padahal sebelumnya ada",2025-09-05 19:11:30,,0,f65fef61-6df9-47f4-b0ef-116d9472fe9d
Imam Wahyu,5,ok,2025-09-05 18:42:26,,0,b5f1f3b6-fda3-4af6-8ef9-d6d4dbe3ae44
Khaerul Arbani,4,Film yang di tampilkan sangat bagus cuma kecewa dengan hasil penelusuran banyak film yang di cari tidak ada.,2025-09-05 16:55:45,,1,3a2e0533-c93a-46d0-b3ce-968468787afa
Faizal Aditia,1,terlalu ribet login nya padahal udah bayar eh malah balik ke halaman sebelum nya udah coba 10 sama aja,2025-09-05 16:43:27,,0,c0265df3-60d2-40d0-917f-59943dcce423
CHANNEL DESA,1,sering update terus jadi saya sudah bayar dan tidak bisa di buka lewat tv android box payah nih Netflix kalau bisa versi yang lawas lawas saja gpp kan tidak semua pelanggan/anggota Netflix mempunyai perangkat dan android box yang versi terbaru jadi berpikirlah lebih jauh lagi Netflix saya sudah bayar dan tidak bisa di buka di tv android box 🤦🏻‍♂️ parah,2025-09-05 16:28:42,,8,3eaa8c65-0401-40a2-ac43-faa238a78742
Sukarman Blt,5,bagus,2025-09-05 16:20:12,,0,b6b479a2-b1d7-4760-8c82-8e1a807028d9
Riswar Riswar,5,Sangat bagus untuk hiburan semua orang,2025-09-05 15:56:32,,0,3ad7088d-4e25-464a-9471-fb9f48af2f5f
YUSNI Jn,5,keren,2025-09-05 15:49:40,,0,8f9ac743-7235-4109-9455-6d6a7169a96d
Gina Junia Rosdiana,1,mau daftar susah bgt,2025-09-05 13:08:51,,0,b7004359-01da-4b49-97b7-0eb6d4caaea5
Emak AA,1,"saya membayar langganan pakai gopay, saldo gopay sudah terpotong, tapi TIDAK BISA LOGIN! dikasih link yg disuruh bayar paket, pembayaran saya ganti shopee pay akhirnya bisa login. masalahnya saldo digopay sudah terpotong tidak bisa dikembalikan karena pihak gopay sudah membayarkan ke netflix. Disarankan gopay buat membatalkan pembayaran, tapi netflix tidak bisa dihubungi cs nya hanya AI chat tidak membantu sama sekali. Jadi saya membayar hingga 2x melalui saldo gopay dan saldo shopeepay!",2025-09-05 11:23:13,,246,26d1a564-e7c3-4ad1-9e24-b215d756aec2
Denok Indrawati,4,ok,2025-09-05 11:05:41,,0,0e8e5b54-8d0c-495c-a2bb-a84568e75d90
Felias Sai,1,sudah bayar tapi ga bisa nonton.. burik,2025-09-05 09:46:12,,0,41c80f16-64d9-4a0b-9d24-7e6c4f5c848b
Muhammad Al Aqsa,1,saya sudah registrasi tapi tetap saja tidak bisa streaming film nya sudah saya ubah password nya tapi tetap saja tidak bisa saya mohon untuk bagian registrasi nya dipermudahkan,2025-09-05 09:45:43,,0,7d531dc1-a24f-4219-a41a-f28e5b0d3556
Raihan Saputra,1,benerinlah netflixnya sering error gabisa ditonton padahal sinyal lancar,2025-09-05 08:45:28,,0,ddcf9e9e-24e2-46e5-9ec1-2060c82d7eda
Anakdara Ugi,1,mau login aja susah kali,2025-09-05 08:06:26,,0,67091759-db5e-4195-822f-9178589966da
Komang Ayu,1,gabisa login,2025-09-05 07:21:23,,0,f9b5403d-e6d1-40ed-aeac-eac163ca2849
vina amelia,1,"gimana sih, sandi bener tapi tulisannya salah mulu. jelek banget, udah di coba berulang kali juga tetep salah. maunya apa si, nama doang app nonton terbesar. tapi banyak bug kocak",2025-09-05 07:17:49,,0,b386efd5-c83f-4d01-97c2-165820182888
Nur aisyah Lir nawati,1,"ga bisa masuk ke Netflix, buat saya kecewa",2025-09-05 07:17:32,,0,cf72f13e-8986-4261-b3a2-ab777e6ad88f
Iwan Rabany,5,ok,2025-09-05 06:04:42,,0,def0300e-2318-4df4-90ef-f4923909b530
nabilaa putri,1,"aelah gajelas ni apklikasi duit guee diambil tp gbisa msuk netflix hrus daftar lg pdhl sebelumnyaa udh daftar trs udh ada bukti transaksi tp malah gbida msuk kan anjirr apk gaje.. hati"" kalian semuaa jebakan",2025-09-05 05:24:04,,0,c157d702-9cce-4595-b68e-9a677b730a8e
Dian_06 Smun,4,"saya ingin mematikan langganan Netflix pembayaran di shoppy, karena saya ingin mengubah langganan di data seluler, JD tolong diubah pembayaran saya, karena saya sudah mencoba tuk sekian x lamanya tidak bisa, harap di bantu langganan Netflix saya makasih",2025-09-05 05:20:21,,5,6e85e088-05f3-4093-8c46-4726a35d9b89
arise,3,"I suggest you to make a feature to allow users to make playlist because I want to save the different types of movies that I want to watch with playlist so I can watch the movies in order of same type in the playlist. I want to make playlist for myself like Korean Drama playlist, Anime playlist, Ended Movies playlist, On Going Movies playlist, etc. I don't like save the movies with different types in My List which is only one place and it is mixed with different types of movies.",2025-09-05 04:50:45,,0,9b356757-cfad-4129-aeae-71e2a15cea51
Mely 088,4,Cocok banget nonton di sini pas gbt,2025-09-05 03:47:43,,0,c14c7d9c-14a6-4163-a01b-af575ac63508
